title| total_time |yields|ingredients|instructions|calories|nutrients|category
Sautéed Cabbage|30|4 servings|['1 tablespoon olive oil', '1 shallot, chopped', '1/2 cup carrots', '1 clove garlic, minced', '1 pound green cabbage, cored and chopped', '1/2 cup vegetable broth', '2 tablespoon fresh herbs', 'salt and freshly ground black pepper to taste', 'parsley sprigs for garnish (optional)']|Heat olive oil in a large skillet with a lid over medium heat. Add shallot and carrots, and cook, stirring often, until shallots begin to soften, about 3 minutes.Mix in garlic and cabbage and cook about 2 minutes, stirring often. Add vegetable broth and bring to a boil.Sprinkle in minced fresh herbs. Season with salt and pepper. Cook, uncovered, about 3 minutes.Reduce heat to low, cover, and cook, until cabbage is as tender as you like, 8 to 10 minutes.Taste and adjust seasoning. Garnish with fresh parsley. Serve warm.|81 kcal|{'calories': '81 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '0 mg', 'fiberContent': '3 g', 'proteinContent': '2 g', 'saturatedFatContent': '0 g', 'sodiumContent': '180 mg', 'sugarContent': '6 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}|Side Dish,Dinner
This Irresistible Scalloped Potato Recipe Gives You a Pan Full of the Best Part|85|8 servings|['3 tablespoons unsalted butter', '5 cups yellow onions', '2 cups heavy whipping cream', '2 tablespoons garlic', '1 1/2 teaspoons fresh thyme', '1/2 teaspoon fresh rosemary', '1/4 teaspoons black pepper', '2 1/2 teaspoons kosher salt', '2 1/2 pounds Yukon Gold potatoes', '1 1/2 ounces Parmesan', '6 ounces white Cheddar cheese']|Gather all ingredients. Preheat the oven to 450 degrees F (230 degrees C). Grease the bottom and sides of an 18x13-inch sheet pan with 1 tablespoon of the butter.Melt remaining 2 tablespoons butter in a large nonstick skillet over medium. Add onions; cook, covered, stirring occasionally, until onions are soft and translucent, 5 to 7 minutes.Reduce heat to medium-low and continue cooking, uncovered, stirring occasionally, until onions become very soft and brown, 30 to 35 minutes. Remove from heat.While onions cook, bring cream, garlic, thyme, rosemary, pepper, and 1/2 teaspoon salt to a simmer in a small saucepan over medium; immediately remove from heat.Thinly slice potatoes on a mandoline into 1/8-inch-thick rounds.Arrange half of the potato slices (about 3 1/2 cups) into a single, overlapping layer on the prepared baking sheet so that bottom of the sheet is not showing.Sprinkle evenly with 1 teaspoon salt, caramelized onions, and 1/3 cup Parmesan.Top with remaining potato slices in a single overlapping layer, and sprinkle with remaining 1 teaspoon salt.Pour hot cream mixture evenly over potatoes. Cover baking sheet tightly with foil.Bake in the preheated oven until potatoes are tender when pierced with a fork, 20 to 25 minutes.Carefully remove foil, scrape off any potato or garlic slices sticking to it, and sprinkle potatoes with Cheddar and remaining 1/3 cup Parmesan.Return to the oven and bake, uncovered, until browned and crusty on top, rotating the pan halfway through, 15 to 20 minutes.Sprinkle with more thyme leaves and serve immediately.|546 kcal|{'calories': '546 kcal', 'carbohydrateContent': '48 g', 'cholesterolContent': '104 mg', 'fiberContent': '5 g', 'proteinContent': '14 g', 'saturatedFatContent': '21 g', 'sodiumContent': '663 mg', 'sugarContent': '10 g', 'fatContent': '35 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Cheesy Brussels Sprouts with Bacon|40|4 servings|['4 strips bacon, chopped', '1 pound russels sprouts,', '1 large shallot, finely chopped', '1/2 cup half-and-half', '1 1/2 tablespoons Dijon mustard', '1/3 cup grated Parmesan cheese', '1 cup white Cheddar cheese, divided', '1 teaspoon garlic powder', 'salt and freshly ground black pepper to taste']|Preheat the oven to 375 degrees F (190 degrees C).Add bacon to an ovenproof skillet over medium heat, and cook until crispy, 3 to 5 minutes. Transfer bacon to a paper towel to drain, leaving bacon grease in skillet.Place the sprouts cut side down in the skillet, and cook for about 4 minutes over medium heat, being careful not to burn. Flip when the sprouts start to brown. Add shallots to the sprouts, and cook for an additional 2 to 3 minutes. Remove from the skillet, and wipe the skillet clean.Whisk half-and-half and Dijon in the skillet, and stir in Parmesan, half of the Cheddar, garlic powder, salt, and pepper. Add the sprouts back to the skillet, stirring gently. Evenly scatter the remaining Cheddar over the sprouts.Bake in the preheated oven until starting to bubble and turn golden brown, checking sprouts for tenderness with the tip of a knife, 12 to 15 minutes. If mixture looks a little dry, drizzle in a little bit of half-and-half for moisture.Remove skillet from oven, top with bacon, and serve,|276 kcal|{'calories': '276 kcal', 'carbohydrateContent': '15 g', 'cholesterolContent': '49 mg', 'fiberContent': '4 g', 'proteinContent': '17 g', 'saturatedFatContent': '9 g', 'sodiumContent': '846 mg', 'sugarContent': '4 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Loaded Sweet Potato Casserole|120|12 servings|['4 large sweet potatoes', '1 pound thick-cut bacon, cut into 1/2-inch pieces', '2 teaspoons kosher salt', '1/2 teaspoon ground black pepper', '1 teaspoon smoked paprika', '1 large egg, beaten', '1/2 cup sour cream, plus more for serving', '3/4 cup green onions, plus more for serving', '6 ounces heddar cheese, shredded']|Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with foil. Place sweet potatoes on the baking sheet and prick all over with a sharp knife.Bake in the preheated oven until tender when pierced with a knife, about 1 hour. Let sit until cool enough to handle. Do not turn off the oven.Place bacon in a cold pan over medium-high heat, and cook until fat begins to render; stir and reduce heat to medium. Continue to cook, stirring occasionally, until the fat is fully rendered out and bacon is browned and fully cooked. Drain off bacon fat, and reserve for another use.Scoop sweet potatoes into a mixing bowl, discarding the skin. Use a spoon to break the chunks of sweet potato into smaller, more uniform pieces. The texture can be as smooth or coarse as you like.Add the salt, black pepper, smoked paprika, egg, sour cream, green onions, half of reserved bacon, and two-thirds of cheese. Stir together until everything is evenly mixed.Distribute mixture evenly into a shallow 2-quart baking dish, but leave the surface roughly textured. Scatter on the remaining bacon, followed by remaining cheese.Bake casserole in the preheated oven until the top is browned, and the casserole is heated through and bubbling around the edges, 30 to 35 minutes.Serve with more sliced green onions and sour cream if desired.|410 kcal|{'calories': '410 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '73 mg', 'fiberContent': '5 g', 'proteinContent': '19 g', 'saturatedFatContent': '8 g', 'sodiumContent': '959 mg', 'sugarContent': '1 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}|Dinner,Entree,Side Dish
Coconut Ginger Rice|20|6 servings|['3 cups jasmine rice, or any long-grain rice', '1 cup coconut milk', '2 cups vegetable broth or water', '1 tablespoon fresh ginger', '1 tablespoon butter', '1 teaspoon salt']|Rinse and drain rice; add to a large pot. Stir in coconut milk, broth, ginger, butter, and salt.Cover and cook until rice is tender and liquid is absorbed, 15 to 20 minutes, checking for doneness occasionally. Adjust heat as needed.|199 kcal|{'calories': '199 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '5 mg', 'fiberContent': '0 g', 'proteinContent': '3 g', 'saturatedFatContent': '8 g', 'sodiumContent': '596 mg', 'sugarContent': '0 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Lemon Parmesan Roasted Broccoli|32|2 servings|['1 pound broccoli florets', '1 tablespoon olive oil', '1/2 teaspoon kosher salt', '1/4 cup grated Parmesan cheese', '1 tablespoon lemon zest']|Preheat the oven to 425 degrees F (220 degrees C).On a half-sheet pan, toss broccoli florets with olive oil and kosher salt. Spread out evenly on the pan.Roast broccoli in the preheated oven until tender, 20 to 25 minutes.Sprinkle broccoli with Parmesan cheese and lemon zest. Return to the oven until cheese is melted and golden brown, 3 to 5 minutes. Keep a close eye!|193 kcal|{'calories': '193 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '11 mg', 'fiberContent': '8 g', 'proteinContent': '9 g', 'saturatedFatContent': '3 g', 'sodiumContent': '633 mg', 'sugarContent': '3 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Buttered Noodles|20|8 servings|['1 (16 ounce) package fettuccine noodles', '6 tablespoons butter, cut into pieces', '⅓ cup grated Parmesan cheese', 'salt and ground black pepper to taste']|Gather all ingredients.Fill a large pot with lightly salted water and bring to a rolling boil.Stir in fettuccine, bring back to a boil, and cook pasta over medium heat until tender yet firm to the bite, 8 to 10 minutes.Drain and return pasta to pot. Mix butter, Parmesan cheese, salt, and pepper into pasta until evenly combined.Serve hot and enjoy!|294 kcal|{'calories': '294 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '26 mg', 'fiberContent': '2 g', 'proteinContent': '9 g', 'saturatedFatContent': '6 g', 'sodiumContent': '135 mg', 'sugarContent': '2 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}|Dinner
Warm Green Bean Salad with Bacon|20|4 servings|['1 pound fresh green beans, ends trimmed', '3 slices bacon, cut into 1/2-inch pieces', '1/2 red onion, halved and thinly sliced', '2 tablespoons red wine vinegar', '1 tablespoon ijon mustard', '1 teaspoon honey', 'salt and freshly ground pepper to taste', '1 large hard boiled egg, quartered (optional)', '4 fresh lemon wedges']|Bring a large pot of salted water to a boil and add green beans. Cook until bright green and tender crisp, 4 to 5 minutes; do not overcook. Drain beans, rinse with cold water, and set aside.Add bacon pieces to a skillet over medium heat, and cook until crispy. Remove bacon to a paper-towel to drain, but leave bacon drippings in the skillet.Add onions, and sauté until soft and translucent, 3 to 4 minutes. Stir in red wine vinegar, Dijon, and honey.Add green beans and cooked bacon to the skillet and stir until well combined. Season to taste with salt and pepper.Serve warm with wedges of lemon and a hard boiled egg wedge.|158 kcal|{'calories': '158 kcal', 'carbohydrateContent': '27 g', 'cholesterolContent': '55 mg', 'fiberContent': '8 g', 'proteinContent': '9 g', 'saturatedFatContent': '2 g', 'sodiumContent': '347 mg', 'sugarContent': '10 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Crispy Polenta Bites with Jammy Tomato Topper|50|24 servings|['1 (28 ounce) can diced tomatoes, drained', '1/3 cup raisins', '1/4 cup red wine', '1 teaspoon honey', '1 teaspoon balsamic vinegar', '1 teaspoon chopped fresh thyme, plus more for garnish', '1/4 teaspoon salt', '1 (16 ounce) tube refrigerated cooked polenta', '1 tablespoon olive oil', '4 ounce goat cheese']|Put a rimmed baking sheet in oven. Preheat the oven to 450 degrees F (230 degrees C).Bring tomatoes, raisins, and red wine to a boil in a medium saucepan over medium-high heat. Reduce heat to low; simmer mixture, uncovered, until raisins are plump and most of liquid has evaporated, about 20 minutes. Remove from heat. Stir in honey, vinegar, thyme, and salt.Meanwhile, slice polenta into 1/4-inch-thick rounds. Gently toss polenta with oil in a large bowl. Remove baking sheet from oven. Arrange rounds in an even layer on baking sheet.Bake polenta rounds in the preheated oven, turning halfway through, until lightly golden and crisp on both sides, about 15 minutes.To serve, top polenta rounds with goat cheese and tomato mixture. Garnish with thyme. Serve warm or at room temperature.|48 kcal|{'calories': '48 kcal', 'carbohydrateContent': '5 g', 'cholesterolContent': '4 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '140 mg', 'sugarContent': '2 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}|Appetizer,Dinner
Air Fryer Potato-Apple Latkes|35|8 servings|['2 cups shredded potatoes', '1/2 cup ranny Smith apple', '1 large egg yolk', '1 tablespoon flour', '1/2 teaspoon black pepper', '1/4 teaspoon kosher salt']|Stir together potatoes, apple, egg yolk, flour, pepper, and salt in a large bowl.Lightly coat air fryer basket with cooking spray. Drop 4 (1/4-cup) scoops potato mixture into basket. Press gently with a spatula to flatten; lightly coat tops with cooking spray.Set the air fryer to 350 degrees F (175 degrees C). Cook latkes, turning halfway through, until browned on both sides, 8 to 10 minutes. Repeat with remaining potato mixture. Garnish with sliced green onion and serve with sour cream or crème fraîche.|178 kcal|{'calories': '178 kcal', 'carbohydrateContent': '18 g', 'cholesterolContent': '46 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '370 mg', 'sugarContent': '1 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}|Side Dish
Red Wine and Mushroom Ragout|30|6 servings|['1 lb. assorted mushrooms', '1 tablespoon canola oil', '1 tablespoon butter', '1 clove garlic, minced', '1/4 cup beef broth', '1/4 cup red wine', '1/4 cup sour cream', '2 tablespoons chopped chopped', '1/4 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper']|Heat oil and butter in an extra-large skillet over medium-high heat. Add mushrooms and cook, stirring occasionally, until browned and just tender, about 10 minutes. Add garlic and cook until fragrant, about 30 seconds. Add broth and wine; bring to a boil. Cook, uncovered, until liquid has evaporated, about 3 minutes.Remove from heat. Add sour cream and parsley; toss to coat. Sprinkle with salt and pepper. Serve over toast and garnish with parsley.|84 kcal|{'calories': '84 kcal', 'carbohydrateContent': '3 g', 'cholesterolContent': '11 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '113 mg', 'sugarContent': '2 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}|Side Dish
Esquites with Frozen Corn|22|8 servings|['3 tablespoons unsalted butter', '1 (2 pound) bag corn kernels, thawed and drained', '1/4 cup lime juice', '1 1/2 teaspoons chili powder', '1/4 cup mayonnaise', '1/4 cup cotija cheese', '2 tablespoons chopped cilantro, or to taste', 'lime wedges (optional)']|Melt butter in a soup pot over medium-high heat, and cook corn until hot, about 8 minutes.Stir in lime juice and chili powder; cook until lime juice is nearly evaporated, about 2 minutes. Fold in mayonnaise and cook 2 minutes more. Turn off heat.Spoon into serving cups and top with cotija and cilantro. Serve with lime wedges.|213 kcal|{'calories': '213 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '18 mg', 'fiberContent': '3 g', 'proteinContent': '5 g', 'saturatedFatContent': '4 g', 'sodiumContent': '117 mg', 'sugarContent': '4 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}|Snack,Appetizer
